p_productImg,p_productName,p_price,p_description,p_categoryId
f77ba1e7-91e8-4f19-9b17-915d09f01538.jpg,Blitz Classic Влажный корм «Курица и брусника» 85 гр.,240,Blitz: влажный корм для взрослых кошек «Курица и брусника» — нежные кусочки в желеВлажный корм Blitz «Курица и брусника»Линия кормов Blitz Classic для кошекНекоторые стерилизованные или кастрированные кошки из-за изменения гормонального фона и снижен..,1
36814b65-b9fe-4a95-8928-61e59aef0475.jpg,Blitz Classic Влажный корм «Курица с индейкой» 85 гр.,240,"Blitz: влажный корм для взрослых кошек «Курица с индейкой» — нежные кусочки в желеВлажный корм Blitz «Курица с индейкой»Линия кормов Blitz Classic для кошекНежные кусочки курицы и индейки в ароматном желе — от такого угощения не откажется ни одна, да..",1
ba9fbed6-79ee-44a2-a435-dc0d1efa4ee1.jpg,Blitz Classic Влажный корм «Курица с потрошками» 85 гр Блиц,240,Blitz: влажный корм для взрослых кошек «Курица с потрошками» — нежные кусочки в соусеВлажный корм Blitz «Курица с потрошками»Линия кормов Blitz Classic для кошекДля полноценного питания кошке нужно не только мясо как высококачественный источник живот..,1
5347d8ad-0c92-430a-a98e-5aeba08e11ba.jpg,Blitz Sensitive Влажный корм «Индейка и клюква» 85 гр.,265,Blitz: влажный корм для кастрированных или стерилизованных кошек и котов «Индейка и клюква» — нежные кусочки в соусеКастрированные и стерилизованные коты и кошки нередко бывают склонны к полноте из-за падения уровня гормонов и некоторого снижения жиз..,1
2ca2f5f2-48cd-4336-b3ac-95ca10288698.jpg,Blitz Sensitive Влажный корм «Индейка с печенью» 85 гр.,265,"Blitz: влажный корм для взрослых кошек «Индейка с печенью» — нежные кусочки в соусеВлажный корм Blitz «Индейка с печенью»Линия кормов Blitz Sensitive для кошекВлажный корм на основе индейки и печени — это не только вкусный, ароматный, но и очень поле..",1
e3d93cbb-b662-4e2a-9410-b6d873ad3d07.jpg,Blitz Sensitive Влажный корм «Ягнёнок с индейкой» 85 гр.,265,"Blitz: влажный корм для взрослых кошек «Ягнёнок с индейкой» — нежные кусочки в желеЭтот влажный корм создан на основе двух источников животного белка, ягнёнка и индейки, которые редко вызывают аллергию, благодаря чему этот рацион — прекрасный выбор д..",1
084e86bb-9858-4a67-8b01-35bb69d59693.jpg,"""Leonardo Beef extra Кусочки паштета из говядины в желе из мясного бульона 70гр",585,Влажный корм для кошек Leonardo Beef Extra Pulled Beef паштет и кусочки говядины в мясном бульонеLEONARDO Beef + extra pull beef - это сочный паштет из говядины в сочетании с тушеной говядиной.Будь то барбекю с тушеным мясом или тушеный бургер из гов..,1
95774ef8-0e15-44e1-9099-45bd60d8478a.jpg,"Al Karal добавка пищевая для кошек,250 мл.",2 500,"Применяется курсами от 2 до 6 месяцев для увеличения продуктивности, нормализации обменных процессов и повышения иммунитета у кошек и котят. Пробиотики, входящие в состав, улучшают пищеварение, положительно влияют на качество шерсти и помогают избави..",1
0aa1e3d6-7185-4502-97f3-9e5361d65fae.jpg,"Alpine cat комкующий наполнитель ТОФУ классический,6л.(2,6 кг.)",2 500,"Наполнитель Alpine cat Тоfu нетоксичен, его гранулы не пылят и не разлетаются при утилизации. При этом каждый сформировавшийся комок следует смывать отдельно. При необходимости утилизировать сразу несколько комков, смывать их необходимо поочередно, д..",1
d74865a3-d48d-47b2-bfcf-46bc2f2fa1dd.jpg,"Alpine cat комкующий наполнитель ТОФУ с ароматом зеленого чая,6л.(2,6 кг.)",2 500,"Наполнитель Alpine cat Тоfu нетоксичен, его гранулы не пылят и не разлетаются при утилизации. При этом каждый сформировавшийся комок следует смывать отдельно. При необходимости утилизировать сразу несколько комков, смывать их необходимо поочередно, д..",1
1020873b-21fb-4d44-a0e5-ca40ed4518d4.jpg,"Alpine cat комкующий наполнитель ТОФУ с ароматом персика,6л.(2,6 кг.)",2 500,"Наполнитель Alpine cat Тоfu нетоксичен, его гранулы не пылят и не разлетаются при утилизации. При этом каждый сформировавшийся комок следует смывать отдельно. При необходимости утилизировать сразу несколько комков, смывать их необходимо поочередно, д..",1
d5a5f1ae-092b-4768-98af-9303bdf85b64.jpg,"Alpine cat комкующий наполнитель ТОФУ с ароматом сакуры,6л.(2,6 кг.)",2 500,"Наполнитель Alpine cat Тоfu нетоксичен, его гранулы не пылят и не разлетаются при утилизации. При этом каждый сформировавшийся комок следует смывать отдельно. При необходимости утилизировать сразу несколько комков, смывать их необходимо поочередно, д..",1
15460609-a4a7-4563-b190-a5ee83bc83e6.jpg,"Alpine cat,комкующийся наполнитель без аромата,5 л.",1 700,"Он моментально впитывает, тут же образуя небольшой плотный комочек. За счет того, что гранулы имеют круглую форму и гладкую поверхность, наполнитель абсолютно не пылит и не прилипает к шерсти! Цветные гранулы-вкрапления играют роль дополнительной дез..",1
feab2821-9f5a-4874-bc21-3fd5da1da9da.jpg,"Alpine cat,комкующийся наполнитель с активированным углем и зеленым чаем,5 л.",1 700,"Он моментально впитывает, тут же образуя небольшой плотный комочек. За счет того, что гранулы имеют круглую форму и гладкую поверхность, наполнитель абсолютно не пылит и не прилипает к шерсти! Цветные гранулы-вкрапления играют роль дополнительной дез..",1
baec2161-8e5b-468f-85d2-fbf816196a5d.jpg,"Alpine cat,комкующийся наполнитель с активированным углем,5 л.",1 700,"Он моментально впитывает, тут же образуя небольшой плотный комочек. За счет того, что гранулы имеют круглую форму и гладкую поверхность, наполнитель абсолютно не пылит и не прилипает к шерсти! Цветные гранулы-вкрапления играют роль дополнительной дез..",1
3cb7eb06-674f-49ab-bd22-a9b887db7a82.jpg,"Alpine cat,комкующийся наполнитель с ароматом лаванды,5 л.",1 700,"Он моментально впитывает, тут же образуя небольшой плотный комочек. За счет того, что гранулы имеют круглую форму и гладкую поверхность, наполнитель абсолютно не пылит и не прилипает к шерсти! Цветные гранулы-вкрапления играют роль дополнительной дез..",1
